texto,rotulo
"Assunto: Re: A sala de reunião 1 está ocupada?
Preciso de uma sala para uma reunião rápida de 10 minutos. A sala 1 parece vazia, mas a luz está apagada. Está ocupada?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Compra de Licenças de Software
TI,
Solicito a compra de 10 novas licenças do software 'DesignPro'. Prioridade Alta. O pedido está no sistema de compras.
Obrigado, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Eu já te mandei o e-mail de ontem?
Não lembro se te mandei o e-mail sobre o cliente Y. Se não mandei, desculpe. Se mandei, ignore este.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Testes de Penetração - Ações Necessárias
TI,
O Relatório de Testes de Penetração identificou 3 falhas de segurança médias. As ações corretivas devem ser concluídas até o final do mês.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Opinião sobre o novo papel de parede
O que vocês acharam do novo papel de parede na intranet? Eu achei muito escuro. Não combina com a nossa marca.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Orçamento Aprovado - Campanha de Natal
Marketing,
O orçamento de R$ 80.000,00 para a Campanha de Natal foi aprovado. A planilha de gastos está disponível no Drive.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Onde tem café descafeinado?
Não encontrei café descafeinado na copa hoje. Alguém sabe onde ele está guardado ou se acabou?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Resumo de Decisões do Comitê Executivo - 01/10
Diretoria,
O resumo das decisões do Comitê Executivo de 01/10 está anexo. A principal decisão foi a expansão para a América Latina.
Atenciosamente, [Nome do Remetente]","Produtivo"
"Assunto: Re: Quem vai no almoço de hoje?
O pessoal da equipe vai almoçar no restaurante italiano. Alguém mais quer ir junto?
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Atualização do SLA para Clientes Premium
Suporte,
O Acordo de Nível de Serviço (SLA) para Clientes Premium foi atualizado. O tempo de resposta foi reduzido para 1 hora.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: A temperatura do escritório está muito baixa
A temperatura do ar-condicionado na nossa área está muito baixa. Alguém pode, por favor, aumentar um pouco?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Agenda da Reunião de Kick-off - Projeto Titanium
Equipe Titanium,
A agenda da nossa reunião de *kick-off* amanhã é: 1. Apresentação das Metas; 2. Definição de Papéis e Responsabilidades.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Esqueci meu crachá em casa
Oi RH,
Esqueci meu crachá em casa hoje. Poderia me liberar o acesso temporário na portaria?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Status Report Semanal - Desenvolvimento de Software
Gerente,
O *status report* semanal do desenvolvimento de software está anexado. Concluímos 85% das funcionalidades planejadas.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Onde fica a caneta vermelha?
Alguém viu a minha caneta vermelha que estava na minha mesa? Preciso dela para marcar o relatório.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Envio da Minuta do Contrato - Fornecedor Gamma
Jurídico,
Enviei a minuta do contrato para o Fornecedor Gamma para sua revisão final. Prazo de retorno: 48 horas.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Alguém quer um pedaço de bolo?
Fiz um bolo de laranja hoje. Trouxe um pedaço para quem quiser na copa. Venham pegar!
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Acesso ao Site - Outubro
Marketing,
O relatório de acesso ao site de Outubro mostra um aumento de 20% no tráfego orgânico. O relatório completo está anexado.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Que horas é a festa?
A festa de confraternização da empresa é que horas? E onde vai ser? Não lembro o horário exato.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Entrega de Servidores
TI,
A entrega dos novos servidores (Lote 2) foi confirmada para as 11:00. Por favor, preparem o local para recebimento.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Meu computador está lento
Meu computador está extremamente lento hoje. Demora 5 minutos para abrir um arquivo. Alguém da TI pode me ajudar?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Instruções para o Novo Sistema de Backup
TI,
As instruções detalhadas para configurar e usar o novo sistema de backup estão anexadas. A migração deve ser concluída até sexta.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém pode me ajudar a carregar uma caixa?
Preciso de ajuda para carregar uma caixa pesada da expedição até a minha mesa. Alguém disponível?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Aprovação de Campanha de E-mail - Black Friday
Marketing,
A campanha de e-mail marketing da Black Friday foi aprovada pela diretoria. O cronograma de envio final está anexado.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Onde tem balinhas na recepção?
Oi,
O pote de balinhas da recepção está vazio. Alguém pode repor, por favor? Os visitantes estão perguntando.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Revisão de Segurança - Contas de Usuário Inativas
TI,
O relatório de contas de usuário inativas por mais de 90 dias está anexo. Por favor, desativem todas as contas listadas.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: O que você vai comer no almoço?
Estou indeciso sobre o almoço. Você vai comer o quê no refeitório hoje?
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Custos Operacionais - Q3
Financeiro,
O Relatório de Custos Operacionais do Terceiro Trimestre foi concluído e mostra uma redução de 5%. A planilha detalhada está anexa.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Esqueci meu guarda-chuva no armário
Esqueci meu guarda-chuva no armário da copa ontem. Se alguém viu, por favor, deixe na minha mesa.
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Novo Processo de Gestão de Riscos
Diretoria,
O novo Processo de Gestão de Riscos foi implementado. Todos os gerentes devem participar do treinamento obrigatório na próxima semana.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Qual a sua cor favorita?
Minha cor favorita é azul, mas para logos eu prefiro verde. Qual a sua?
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Feedback do Cliente A - Pesquisa de Satisfação
Vendas,
A Pesquisa de Satisfação do Cliente A foi concluída. O NPS é 75. Por favor, analisem os comentários e tomem as devidas ações.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Onde fica a sala de descanso?
Não sei onde fica a sala de descanso. Alguém me dá a dica de onde ir para relaxar um pouco?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Definição de Prioridades da Sprint 12
Desenvolvimento,
As prioridades para a Sprint 12 são: 1. Correção do Bug Crítico X; 2. Implementação da Feature Y. O quadro do Jira foi atualizado.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Você vai trabalhar de casa amanhã?
Não estou me sentindo muito bem hoje. Acho que vou trabalhar de casa amanhã. Você vai para o escritório?
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Análise de Viabilidade - Expansão de Mercado
Diretoria,
A Análise de Viabilidade para a expansão de mercado no Sul do país está finalizada. O estudo de caso anexo recomenda a aprovação.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: Quem vai no jogo de futebol?
Estou organizando um grupo para ir ao jogo de futebol na quarta-feira. Quem está dentro? Me avisem até o final do dia.
Abs, [Nome do Remetente]","Não Produtivo"
